,rental_id,rent,Unit Price ($/ft2),Discount Rate (γ),Balanced Price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,NEW NEIGHBOR,borough,
3062,7578,12000,4.862,0.9906875344,4.907941667,4,3,2468,10,9,116,0,0,0,0,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3070,2353,3300,3.474,0.8618439948,4.030525515,2,1,950,9,3,106,0,0,0,1,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3086,9202,3500,4.375,0.7749206845,5.64573909,1,1,800,3,36,29,0,1,0,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3090,3123,3300,3.882,0.7749206845,5.010000402,1,1,850,11,4,77,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3092,7997,3300,4.400,0.7749206845,5.678000456,1,1,750,3,4,96,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3099,1775,13000,8.393,0.9466046632,8.865909523,2,2,1549,3,15,89,0,1,0,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3103,4751,4150,5.188,0.7749206845,6.694233492,1,1,800,1,10,24,1,1,0,0,1,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3105,7675,3140,5.131,0.7749206845,6.620960128,1,1,612,8,23,18,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3116,9953,4300,4.914,0.7749206845,6.341662847,1,1,875,8,36,29,0,0,0,1,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3119,9488,2800,4.308,0.7749206845,5.558881565,1,1,650,11,3,43,0,1,0,0,0,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3130,127,2600,4.000,0.7819792921,5.115224969,0.5,1,650,2,2,31,0,0,1,1,1,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3133,8619,6018,4.776,0.9466046632,5.0456021,2,2,1260,7,18,39,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3135,5065,2680,4.467,0.7749206845,5.764030766,1,1,600,8,4,39,1,0,0,0,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3140,1925,16000,7.326,0.985779237,7.431691652,3,3,2184,11,8,8,0,1,0,1,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3141,9085,3800,6.129,0.7749206845,7.909238172,1,1,620,2,23,30,0,0,0,0,0,0,1,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3153,1840,3355,5.573,0.7749206845,7.191819514,1,1,602,7,28,39,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3154,3060,8800,5.223,0.985779237,5.297891995,3,3,1685,11,31,15,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3170,6370,4400,4.251,0.9466046632,4.491006536,2,2,1035,10,4,18,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3172,1692,3700,3.803,0.8618439948,4.41225114,2,1,973,6,18,30,0,0,1,1,0,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3173,3962,3500,4.965,0.7749206845,6.406512442,1,1,705,5,3,30,1,0,0,0,0,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3183,8533,3300,4.161,0.8618439948,4.82849841,2,1,793,8,6,29,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3188,9155,4300,4.804,0.7749206845,6.199949711,1,1,895,4,4,90,0,0,0,0,0,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3196,5379,2800,4.667,0.7749206845,6.022121696,1,1,600,11,4,96,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3198,7496,2700,4.154,0.7749206845,5.360350081,1,1,650,1,5,54,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3207,9168,2850,4.071,0.8618439948,4.72408997,2,1,700,7,5,106,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3227,10855,3050,5.083,0.7819792921,6.500598398,0.5,1,600,10,32,30,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3241,9429,3500,4.557,0.7749206845,5.880978218,1,1,768,3,9,53,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3249,3325,3400,5.648,0.7749206845,7.288282071,1,1,602,7,29,39,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3269,7835,3195,6.314,0.7819792921,8.074675779,0.5,1,506,5,9,30,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3286,5242,4995,5.388,0.8618439948,6.252117027,2,1,927,11,8,31,0,1,1,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3287,5314,7011,5.422,0.9466046632,5.728129168,2,2,1293,4,12,57,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3293,5610,3095,4.127,0.7749206845,5.325276185,1,1,750,3,3,51,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3296,4160,2500,4.545,0.7749206845,5.86570295,1,1,550,9,9,59,0,0,0,1,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3298,6270,2595,4.325,0.8618439948,5.018309609,2,1,600,8,2,91,0,0,1,0,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3302,3734,3589,3.723,0.7749206845,4.804400141,1,1,964,5,5,101,0,1,1,1,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3309,1903,8300,5.929,0.9660789048,6.136736243,3,2,1400,5,4,30,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3313,5079,4575,6.267,0.7749206845,8.087438383,1,1,730,3,14,89,1,0,1,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3338,10409,3995,4.489,0.8618439948,5.208325488,2,1,890,11,11,43,0,0,0,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3342,3598,2750,4.393,0.7819792921,5.617759051,0.5,1,626,12,4,11,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3353,307,7500,5.656,0.985779237,5.737703113,3,3,1326,3,4,38,0,1,0,1,1,0,1,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3356,5463,3900,5.470,0.7749206845,7.058587842,1,1,713,5,25,30,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3372,3139,6246,4.895,0.9660789048,5.066857688,3,2,1276,5,16,52,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3401,2930,2450,6.447,0.7819792921,8.244934983,0.5,1,380,4,3,106,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3417,1327,11250,8.036,0.9466046632,8.488986583,2,2,1400,7,6,75,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3436,7636,3750,5.342,0.7749206845,6.893454322,1,1,702,2,11,41,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3437,3312,13000,8.393,0.9466046632,8.865909523,2,2,1549,3,15,89,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3439,2854,4200,3.500,0.8618439948,4.061059799,2,1,1200,6,7,91,0,0,0,1,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3446,9186,11500,4.955,0.9953405003,4.977955662,5,3,2321,16,7,65,1,0,1,1,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3451,10957,2895,5.721,0.7819792921,7.316490259,0.5,1,506,2,18,41,1,0,0,1,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3455,7003,2996,3.773,0,#DIV/0!,1,0,794,5,15,52,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3458,6358,2895,5.721,0.7819792921,7.316490259,0.5,1,506,2,18,41,0,0,0,1,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3462,670,5195,4.723,0.9466046632,4.989123186,2,2,1100,8,40,29,1,0,1,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3463,7306,2450,5.444,0.7819792921,6.962389541,0.5,1,450,8,6,18,1,1,1,1,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3466,5298,3200,3.556,0.7749206845,4.588283197,1,1,900,12,12,60,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3473,2302,3500,4.375,0.7749206845,5.64573909,1,1,800,6,8,36,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3485,2394,2850,5.182,0.7819792921,6.626541437,0.5,1,550,10,38,30,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3486,4756,3550,3.087,0.8618439948,3.581804295,2,1,1150,5,2,76,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3489,1481,3725,6.664,0.7819792921,8.521562169,0.5,1,559,6,27,2,1,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3497,10223,3500,4.828,0.7749206845,6.229781065,1,1,725,7,17,30,1,0,1,1,1,1,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3504,11348,4500,5.000,0.7749206845,6.452273245,1,1,900,3,38,29,0,1,0,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3506,1826,4400,4.400,0.7749206845,5.678000456,1,1,1000,3,15,33,0,0,1,1,1,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3507,6841,2200,3.143,0.8618439948,3.646665942,2,1,700,7,1,106,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3508,3869,4300,5.089,0.7749206845,6.56681064,1,1,845,10,20,30,1,1,1,1,1,0,0,1,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3517,7307,5225,4.387,0.9466046632,4.634532091,2,2,1191,8,22,18,1,0,0,0,0,1,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3521,182,13500,11.316,0.9466046632,11.95431472,2,2,1193,3,4,65,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3529,1514,3850,5.923,0.8618439948,6.872562737,2,1,650,3,4,116,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
3533,4781,2095,4.929,0.7749206845,6.361182329,1,1,425,10,3,106,0,0,0,0,0,0,0,0,Upper East Side,Upper East,Manhattan,"40°46'20.7""N 73°57'18.9""W"
15,5635,4200,4.667,0.8618439948,5.414746398,2,1,900,4,8,111,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
23,6142,3375,5.176,0.7749206845,6.679884111,1,1,652,3,12,15,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
26,4678,7495,5.238,0.9466046632,5.533034318,2,2,1431,3,4,10,0,1,1,1,1,1,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
29,1710,10904,8.343,0.985779237,8.46312175,3,3,1307,6,26,6,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
31,10393,2499,6.248,0.7819792921,7.989341998,0.5,1,400,2,3,116,1,1,1,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
43,668,2950,3.856,0.7819792921,4.931344333,0.5,1,765,2,4,29,0,1,0,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
54,1694,3375,4.219,0.8618439948,4.895027436,2,1,800,6,2,106,0,0,1,0,0,1,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
59,1886,2430,7.364,0.7819792921,9.416664147,0.5,1,330,2,7,89,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
60,1001,10000,7.587,0.9466046632,8.015229281,2,2,1318,3,15,30,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
63,6128,2600,5.306,0.7819792921,6.78550251,0.5,1,490,3,10,15,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
65,2309,6000,4.202,0.9466046632,4.438685795,2,2,1428,3,15,88,0,1,0,1,1,1,1,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
74,6843,5080,5.976,0.7749206845,7.712364256,1,1,850,2,26,42,1,0,1,0,0,1,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
75,1554,4890,6.000,0.7749206845,7.742727895,1,1,815,43,7,8,1,0,0,0,1,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
80,2704,2100,5.250,0.7819792921,6.713732772,0.5,1,400,5,2,101,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
85,6519,2800,6.009,0.7819792921,7.683814331,0.5,1,466,5,4,10,0,0,0,0,1,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
90,11163,4350,4.943,0.7749206845,6.378951959,1,1,880,7,14,16,0,0,0,1,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
93,4076,7195,2.961,0.9926249388,2.982904453,5,2,2430,5,5,96,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
99,11177,14662,8.465,0.9906875344,8.544932356,4,3,1732,4,10,113,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
100,2894,2575,5.255,0.7819792921,6.720257293,0.5,1,490,3,8,15,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
109,7024,13750,7.161,0.985779237,7.26476889,3,3,1920,43,8,8,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
117,1935,11723,7.612,0.9660789048,7.879623108,3,2,1540,1,8,89,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
130,5886,2025,5.786,0.7819792921,7.398807544,0.5,1,350,3,4,90,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
132,5095,3550,4.746,0.7749206845,6.124483963,1,1,748,6,9,10,0,1,0,0,0,1,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
134,2940,4750,5.180,0.9466046632,5.472120274,2,2,917,3,4,15,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
141,4290,3995,4.994,0.7749206845,6.444207904,1,1,800,3,5,27,0,0,0,0,1,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
143,1510,3400,4.250,0.7749206845,5.484432259,1,1,800,7,3,16,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
144,1225,3300,4.552,0.7749206845,5.873793575,1,1,725,4,5,91,0,1,1,1,1,1,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
146,3095,3250,3.824,0.8618439948,4.436451881,2,1,850,5,3,116,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
148,1861,7246,6.709,0.9466046632,7.087709917,2,2,1080,1,10,89,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
152,583,5740,7.543,0.7749206845,9.733521269,1,1,761,5,15,6,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
159,574,6600,6.000,0.9466046632,6.338443316,2,2,1100,2,12,92,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
164,7782,2300,3.538,0.7749206845,4.566224143,1,1,650,3,3,76,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
170,76,4795,6.782,0.7749206845,8.752093412,1,1,707,7,10,16,0,1,0,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
179,874,2750,5.789,0.7819792921,7.403615087,0.5,1,475,1,5,25,0,0,0,0,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
183,8562,2995,5.173,0.7819792921,6.614895847,0.5,1,579,4,2,55,0,1,0,1,1,0,1,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
188,210,4300,6.143,0.7749206845,7.927078559,1,1,700,5,9,37,0,0,0,1,1,1,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
202,1704,9300,5.167,0.985779237,5.241200537,3,3,1800,3,12,100,0,0,0,0,0,0,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
212,8229,3195,5.566,0.7749206845,7.182931366,1,1,574,2,11,99,1,0,0,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
223,479,4950,5.398,0.9466046632,5.702525338,2,2,917,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
229,5009,3100,4.095,0.7749206845,5.284556687,1,1,757,4,18,19,0,1,0,1,0,0,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
231,8548,18250,6.759,0.9959213238,6.786940994,4,4,2700,2,4,85,0,1,0,0,1,1,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
232,78,13500,7.227,0.985779237,7.331236505,3,3,1868,43,32,8,0,0,0,0,0,0,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
255,1306,10995,6.108,0.985779237,6.196451603,3,3,1800,7,30,9,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
260,54,3800,3.455,0.9660789048,3.575841929,3,2,1100,5,6,96,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
262,2361,3935,5.233,0.7749206845,6.752578516,1,1,752,6,4,14,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
264,1128,3400,5.346,0.7749206845,6.898656929,1,1,636,4,5,31,1,1,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
267,4496,5440,4.857,0.9466046632,5.131120779,2,2,1120,3,14,30,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
269,1019,4100,6.833,0.7749206845,8.818106769,1,1,600,6,24,6,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
278,4125,5150,7.163,0.7749206845,9.243173078,1,1,719,4,6,9,0,0,1,1,1,1,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
285,7751,2695,3.850,0.7749206845,4.968250399,1,1,700,2,5,106,0,1,0,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
287,9348,4000,3.906,0.8618439948,4.532432811,2,1,1024,2,16,51,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
291,5006,7250,6.304,0.9466046632,6.659958556,2,2,1150,1,3,25,0,0,0,1,1,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
299,5689,2595,3.992,0.7749206845,5.151892022,1,1,650,4,4,106,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
304,4726,5200,5.200,0.9833575907,5.288005146,4,2,1000,2,2,116,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
307,5347,4870,5.010,0.9466046632,5.292904483,2,2,972,4,8,28,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
320,363,14500,10.357,0.9466046632,10.94136049,2,2,1400,2,3,98,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
323,10425,2450,6.125,0.7819792921,7.832688234,0.5,1,400,2,3,116,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
332,2526,10500,5.526,0.9833575907,5.619843526,4,2,1900,5,9,84,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
333,3306,7999,4.383,0.9833575907,4.457192114,4,2,1825,5,11,91,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
341,1737,10662,5.216,1,5.216242661,3,4,2044,2,9,85,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
342,318,6650,5.818,0.9466046632,6.146201232,2,2,1143,6,30,10,1,0,1,1,1,1,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
346,6689,3500,5.000,0.7749206845,6.452273245,1,1,700,1,5,91,0,0,0,0,0,1,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
355,1823,4950,6.096,0.7749206845,7.866687824,1,1,812,4,5,19,1,1,1,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
363,974,18000,5.696,0.9959213238,5.719530645,4,4,3160,1,5,79,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
364,8649,2450,5.158,0.7819792921,6.595947986,0.5,1,475,3,15,85,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
374,11225,10995,4.998,0.9906875344,5.044705923,4,3,2200,4,12,90,1,0,1,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
385,3932,4765,6.430,0.7749206845,8.29826775,1,1,741,4,6,2,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
389,1331,3845,4.572,0.7749206845,5.899878865,1,1,841,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
391,5123,3560,5.100,0.7749206845,6.581688468,1,1,698,6,5,14,1,0,1,1,1,1,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
392,5808,1775,4.438,0.7819792921,5.6747027,0.5,1,400,5,3,96,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
394,608,8000,3.839,0.985779237,3.894149368,3,3,2084,2,9,85,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
402,5693,5250,6.176,0.7749206845,7.970455186,1,1,850,2,25,42,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
405,8756,9000,5.000,0.985779237,5.072129552,3,3,1800,3,8,100,0,0,0,1,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
415,8383,2400,4.771,0.7819792921,6.101660003,0.5,1,503,1,12,30,0,1,1,1,1,0,1,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
416,3659,3250,6.190,0.7819792921,7.916419595,0.5,1,525,6,9,14,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
424,10550,5050,4.226,0.9466046632,4.464315027,2,2,1195,4,2,28,1,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
433,8584,3900,4.588,0.7749206845,5.920909566,1,1,850,3,1,106,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
439,4120,5995,3.997,0.9466046632,4.22210752,2,2,1500,2,4,89,0,0,0,0,0,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
443,5930,4950,5.500,0.8618439948,6.381665398,2,1,900,5,3,116,1,0,1,0,1,0,0,0,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
457,396,12500,7.038,0.985779237,7.139822005,3,3,1776,7,6,9,0,1,0,1,1,0,0,1,Upper West Side,Upper West,Manhattan,"40°47'18.5""N 73°58'31.5""W"
